3	28
3	30
3	39
3	54
3	108
3	152
3	178
3	182
25	3
25	6
25	8
25	19
25	23
25	28
25	29
25	30
25	33
25	35
25	50
25	54
25	55
25	75
25	80
25	86
25	94
25	127
25	152
25	154
25	182
25	192
4	8
4	10
4	28
4	30
4	38
4	55
4	56
4	75
4	130
4	140
4	147
4	151
4	152
5	6
5	8
5	10
5	23
5	30
5	33
5	38
5	50
5	54
5	55
5	61
5	75
5	89
5	93
5	127
5	130
5	147
5	153
5	163
5	167
5	168
5	175
6	3
6	8
6	10
6	19
6	23
6	28
6	29
6	30
6	33
6	34
6	35
6	38
6	39
6	50
6	54
6	55
6	56
6	61
6	80
6	86
6	89
6	93
6	94
6	127
6	130
6	132
6	135
6	140
6	147
6	151
6	153
6	154
6	163
6	167
6	168
6	171
6	175
6	178
6	182
6	183
7	6
7	28
7	30
7	32
7	35
7	38
7	54
7	55
7	61
7	75
7	93
7	105
8	6
8	10
8	19
8	23
8	28
8	30
8	33
8	34
8	36
8	39
8	49
8	50
8	54
8	55
8	56
8	61
8	75
8	80
8	86
8	89
8	127
8	130
8	132
8	135
8	140
8	144
8	150
8	151
8	152
8	153
8	154
8	163
8	167
8	168
8	175
8	178
8	182
8	183
8	192
9	8
9	10
9	23
9	28
9	30
9	33
9	34
9	54
9	55
9	56
9	61
9	75
9	80
9	86
9	94
9	130
9	135
9	144
9	151
9	168
10	3
10	6
10	8
10	19
10	23
10	28
10	30
10	33
10	34
10	38
10	50
10	54
10	89
10	93
10	105
10	130
10	132
10	135
10	147
10	153
10	154
10	163
10	168
10	175
10	183
11	6
11	8
11	10
11	15
11	19
11	23
11	28
11	29
11	30
11	33
11	34
11	35
11	36
11	38
11	49
11	50
11	54
11	55
11	56
11	61
11	72
11	75
11	86
11	89
11	93
11	95
11	105
11	127
11	130
11	132
11	147
11	151
11	153
11	154
11	163
11	168
11	171
11	178
11	183
11	192
12	8
12	28
12	30
12	56
12	72
12	80
13	28
13	30
13	178
14	3
14	10
14	23
14	28
14	30
14	32
14	49
14	54
14	55
14	56
14	61
14	75
14	95
14	127
14	130
14	140
14	150
14	152
14	178
14	182
14	183
14	192
15	8
15	23
15	28
15	30
15	32
15	33
15	38
15	49
15	54
15	55
15	56
15	61
15	95
15	105
15	152
16	28
16	30
17	3
17	8
17	10
17	28
17	30
17	32
17	33
17	35
17	50
17	54
17	55
17	95
17	108
17	127
17	135
17	183
18	30
18	36
18	55
18	144
18	192
19	3
19	6
19	23
19	28
19	30
19	33
19	38
19	50
19	54
19	55
19	61
19	89
19	127
19	130
19	132
19	151
19	154
19	163
19	168
19	182
19	183
20	3
20	6
20	19
20	30
20	33
20	34
20	36
20	50
20	54
20	55
20	56
20	61
20	75
20	80
20	89
20	105
20	132
20	135
20	140
20	151
20	153
20	167
20	168
20	182
20	183
21	28
21	30
21	35
21	54
21	61
21	75
21	86
21	89
21	105
21	135
21	140
21	144
21	150
21	168
21	183
22	30
23	29
23	30
23	33
23	38
23	39
23	50
23	55
23	80
23	94
23	127
23	135
23	144
23	151
23	163
23	168
23	175
23	183
24	3
24	8
24	15
24	19
24	28
24	30
24	33
24	34
24	35
24	36
24	50
24	54
24	72
24	130
24	132
24	150
54	3
54	28
28	3
28	6
28	8
28	19
28	29
28	33
28	34
28	35
28	38
28	49
28	50
28	54
28	55
28	56
28	61
28	75
28	80
28	86
28	94
28	127
28	130
28	132
28	135
28	144
28	147
28	150
28	151
28	152
28	154
28	163
28	178
28	182
28	192
33	8
33	28
33	38
33	50
33	54
33	56
33	127
33	140
33	144
33	147
33	167
33	178
33	183
34	3
34	6
34	39
34	54
36	15
36	28
36	35
36	38
36	50
36	54
36	55
36	80
36	86
36	89
36	152
35	3
35	33
35	39
35	50
35	54
35	132
35	135
35	151
35	152
35	153
35	183
37	50
37	54
37	168
38	54
38	55
38	56
38	75
38	152
38	182
39	6
39	8
39	23
39	28
39	29
39	33
39	35
39	50
39	54
39	80
39	127
39	135
39	147
39	152
39	163
39	168
39	182
40	33
40	54
40	55
26	3
26	6
26	19
26	23
26	28
26	33
26	34
26	38
26	39
26	50
26	54
26	55
26	56
26	80
26	89
26	93
26	127
26	130
26	132
26	135
26	140
26	144
26	147
26	151
26	152
26	154
26	163
26	167
26	168
26	182
26	183
41	3
41	28
41	33
41	54
41	56
41	75
41	140
41	151
41	183
42	19
42	23
42	28
42	34
42	50
42	54
42	55
42	56
42	75
42	80
42	105
42	178
43	54
43	182
44	15
44	54
44	147
44	154
45	8
45	54
45	55
46	3
46	36
46	54
46	56
46	132
46	150
46	152
46	182
47	3
47	8
47	10
47	19
47	28
47	39
47	50
47	54
47	55
47	56
47	61
47	72
47	80
47	93
47	94
47	127
47	135
47	140
47	151
47	152
47	154
47	163
47	168
47	178
47	182
48	28
48	54
48	86
48	94
48	168
49	28
49	54
50	23
50	28
50	54
50	61
50	154
51	33
51	39
51	54
51	55
51	56
51	72
51	80
51	93
51	175
52	54
53	15
53	28
53	54
29	3
29	8
29	10
29	23
29	28
29	33
29	39
29	50
29	54
29	55
29	56
29	75
29	86
29	93
29	95
29	105
29	127
29	130
29	140
29	147
29	150
29	151
29	152
29	154
29	183
55	6
55	8
55	28
55	29
55	36
55	38
55	56
55	61
55	75
55	80
55	86
55	94
55	135
55	144
55	152
56	6
56	28
56	49
56	61
56	105
56	152
56	175
56	192
57	55
57	61
58	15
58	23
58	28
58	50
58	55
58	61
58	75
58	80
58	89
58	93
58	94
58	127
58	132
58	144
58	154
58	163
58	167
58	183
59	3
59	15
59	28
59	33
59	49
59	56
59	61
59	86
59	152
59	167
59	168
60	61
62	6
27	6
27	15
27	19
27	28
27	34
27	55
27	93
27	132
27	135
27	140
27	144
27	152
27	153
27	167
27	175
27	182
27	183
63	6
64	6
65	6
65	89
66	6
66	28
66	55
66	56
66	152
66	183
72	8
72	15
72	28
72	39
72	56
72	89
72	144
72	152
72	178
72	182
73	3
73	8
73	28
73	75
73	95
73	152
75	8
75	28
75	32
75	56
75	94
75	152
75	154
75	192
76	8
78	8
78	28
78	49
78	56
78	144
79	8
79	29
79	50
79	55
79	75
79	93
79	94
79	153
79	167
79	192
77	8
77	28
77	49
77	108
77	130
77	175
80	8
80	29
80	33
80	50
80	55
80	75
80	86
80	144
80	150
80	151
80	168
81	8
81	28
81	32
81	55
81	93
81	105
81	175
81	192
83	33
91	33
91	55
67	33
67	56
67	75
67	132
67	153
67	178
67	192
84	33
85	33
86	15
86	33
86	35
86	50
86	55
86	56
86	150
71	19
71	33
71	35
71	50
71	55
71	75
71	80
71	86
71	93
71	94
71	144
71	151
71	168
87	8
87	15
87	28
87	29
87	33
87	35
87	36
87	55
87	56
87	72
87	75
87	86
87	150
87	151
87	154
87	183
87	192
88	33
89	15
89	33
89	35
89	56
89	86
89	151
89	153
89	168
90	15
90	23
90	28
90	29
90	33
90	35
90	39
90	55
90	72
90	75
90	86
90	171
93	153
92	93
92	105
92	168
82	93
94	3
94	19
94	23
94	28
94	39
94	56
94	80
94	86
94	93
94	127
94	130
94	132
94	147
94	150
94	151
94	152
94	175
94	183
95	10
95	108
99	10
96	10
96	28
100	10
100	34
98	10
98	56
98	86
31	28
31	49
31	75
31	95
102	95
102	108
103	28
103	75
103	80
103	95
103	144
103	167
103	182
103	192
115	95
115	108
116	95
104	28
104	55
104	75
104	94
104	95
104	150
104	152
104	178
105	94
105	95
106	28
106	55
106	95
68	8
68	15
68	32
68	56
68	72
68	75
68	95
68	127
68	130
117	95
118	95
119	95
107	95
108	95
109	95
110	29
110	49
110	95
110	108
110	175
111	3
111	39
111	80
111	86
111	95
111	192
120	15
120	28
120	95
112	95
121	95
122	15
122	95
122	152
113	8
113	15
113	28
113	29
113	32
113	56
113	75
113	94
113	95
113	132
113	140
113	152
123	95
124	95
124	108
114	95
130	56
130	86
130	152
130	182
126	29
126	55
126	75
126	86
126	130
127	3
127	15
127	28
127	35
127	130
127	144
127	152
127	178
128	28
128	29
128	86
128	127
128	130
129	55
129	130
132	19
132	35
132	56
132	144
132	152
133	135
133	144
134	144
135	144
136	15
136	19
136	56
136	80
136	132
136	144
136	150
136	178
137	144
138	3
138	19
138	28
138	36
138	55
138	86
138	89
138	132
138	144
138	151
138	153
138	163
138	168
139	3
139	8
139	28
139	49
139	75
139	86
139	144
139	192
140	34
140	39
140	56
140	80
140	135
140	144
141	144
142	34
142	144
142	147
142	182
143	3
143	19
143	28
143	29
143	35
143	36
143	80
143	132
143	135
143	144
143	171
143	182
143	183
147	28
145	147
146	147
151	28
151	29
151	80
151	86
151	171
151	182
149	151
152	28
152	35
152	50
152	55
152	56
152	75
152	182
152	192
153	50
154	15
154	23
154	28
154	29
154	39
154	50
154	80
154	151
154	153
154	168
154	171
154	178
155	15
155	50
155	75
155	89
155	105
156	50
156	163
156	168
157	23
157	29
157	50
157	56
157	140
157	182
158	28
158	75
158	152
158	153
159	153
160	153
161	28
161	55
161	75
161	153
161	154
162	89
162	168
165	39
165	152
165	167
171	23
171	35
172	23
175	55
173	15
173	35
173	86
173	175
174	175
74	28
74	29
74	35
74	49
74	55
74	56
74	75
74	86
74	154
74	178
176	19
176	29
176	35
176	154
177	56
177	135
177	183
178	3
178	72
178	182
178	183
179	135
179	183
180	3
180	80
180	132
180	135
180	182
180	183
181	183
182	56
182	86
182	183
166	28
166	35
166	75
166	86
166	152
166	171
187	28
187	29
187	36
187	86
187	135
32	75
197	152
192	28
192	39
192	56
192	75
192	94
125	28
125	29
125	35
125	36
125	55
169	28
169	80
150	56
150	94
150	178
193	86
101	28
101	56
101	75
101	108
101	152
101	192
164	35
164	108
164	151
